linkSource	linkTarget
11th_century	William_I_of_England
11th_century	Byzantine_Empire
11th_century	Crab_Nebula
11th_century	Norman_conquest_of_England
11th_century	Pope
11th_century	William_II_of_England
11th_century	Canterbury
11th_century	Climate_change
11th_century	Latin
11th_century	Kashmir_region
11th_century	Wine
11th_century	Egypt
11th_century	3rd_century
11th_century	Arithmetic
11th_century	Germany
11th_century	11th_century
11th_century	2nd_century
11th_century	14th_century
11th_century	Tropics
11th_century	South_America
11th_century	Hanoi
11th_century	19th_century
11th_century	Edward_the_Confessor
11th_century	Tower_of_London
11th_century	7th_century
11th_century	Arabic_language
11th_century	Abacus
11th_century	1st_century_BC
12th_century	Cologne
12th_century	15th_century
12th_century	The_Anarchy
12th_century	Gunpowder
12th_century	Iceland
12th_century	Manorialism
12th_century	Jerusalem
12th_century	Numismatics
12th_century	Byzantine_Empire
12th_century	Morocco
12th_century	5th_century
12th_century	8th_century
12th_century	9th_century
12th_century	John_of_England
12th_century	Saladin
12th_century	13th_century
12th_century	France
12th_century	Thomas_Becket
12th_century	Henry_II_of_England
12th_century	North_Africa
12th_century	Industrial_Revolution
12th_century	Canterbury
12th_century	12th_century
12th_century	Richard_I_of_England
12th_century	Guangzhou
12th_century	Francis_of_Assisi
12th_century	18th_century
12th_century	Angkor_Wat
12th_century	Mongol_Empire
12th_century	6th_century
12th_century	Kiev
12th_century	Sub-Saharan_Africa
12th_century	Estonia
12th_century	4th_century
12th_century	Egypt
12th_century	Treaty_of_Devol
12th_century	Madagascar
12th_century	Syria
12th_century	3rd_century
12th_century	21st_century
12th_century	Second_Crusade
12th_century	11th_century
12th_century	2nd_century
12th_century	14th_century
12th_century	1st_century
12th_century	Croatia
12th_century	Yangtze_River
12th_century	Serbia
12th_century	Dublin
12th_century	16th_century
12th_century	Henry_I_of_England
12th_century	Holy_Roman_Empire
12th_century	19th_century
12th_century	Cambodia
12th_century	Roman_Catholic_Church
12th_century	17th_century
12th_century	Afghanistan
12th_century	7th_century
12th_century	Genghis_Khan
12th_century	Iran
12th_century	Guild
12th_century	20th_century
12th_century	10th_century
12th_century	Stephen_of_England
12th_century	Tamil_language
12th_century	1st_century_BC
13th_century	15th_century
13th_century	5th_century
13th_century	8th_century
13th_century	Jerusalem
13th_century	Edward_I_of_England
13th_century	Byzantine_Empire
13th_century	London
13th_century	9th_century
13th_century	Time
13th_century	Dante_Alighieri
13th_century	13th_century
13th_century	France
13th_century	Spain
13th_century	Crusades
13th_century	Muhammad
13th_century	12th_century
13th_century	Thomas_Aquinas
13th_century	Stockholm
13th_century	Francis_of_Assisi
13th_century	Portugal
13th_century	18th_century
13th_century	Mongol_Empire
13th_century	6th_century
13th_century	Poland
13th_century	England
13th_century	4th_century
13th_century	Egypt
13th_century	Russia
13th_century	Baghdad
13th_century	Bulgaria
13th_century	Marco_Polo
13th_century	China
13th_century	3rd_century
13th_century	Italy
13th_century	21st_century
13th_century	Germany
13th_century	11th_century
13th_century	2nd_century
13th_century	14th_century
13th_century	Magna_Carta
13th_century	1st_century
13th_century	Middle_Ages
13th_century	16th_century
13th_century	Holy_Roman_Empire
13th_century	19th_century
13th_century	Norway
13th_century	17th_century
13th_century	Hungary
13th_century	Islam
13th_century	Genghis_Khan
13th_century	7th_century
13th_century	20th_century
13th_century	10th_century
13th_century	1st_century_BC
14th_century	15th_century
14th_century	Denmark
14th_century	Gunpowder
14th_century	5th_century
14th_century	8th_century
14th_century	Amda_Seyon_I
14th_century	9th_century
14th_century	Ottoman_Empire
14th_century	Time
14th_century	Dante_Alighieri
14th_century	Europe
14th_century	13th_century
14th_century	Edward_II_of_England
14th_century	Richard_II_of_England
14th_century	Monaco
14th_century	France
14th_century	Pope
14th_century	Ibn_Battuta
14th_century	Lithuania
14th_century	List_of_French_monarchs
14th_century	Medieval_literature
14th_century	12th_century
14th_century	Aztec
14th_century	Sumatra
14th_century	18th_century
14th_century	6th_century
14th_century	Poland
14th_century	England
14th_century	4th_century
14th_century	Order_of_the_Garter
14th_century	Niger
14th_century	Timur
14th_century	China
14th_century	Africa
14th_century	Singapore
14th_century	3rd_century
14th_century	Italy
14th_century	21st_century
14th_century	Hundred_Years%27_War
14th_century	11th_century
14th_century	2nd_century
14th_century	14th_century
14th_century	Renaissance
14th_century	Ming_Dynasty
14th_century	1st_century
14th_century	Genoa
14th_century	Asia
14th_century	Sweden
14th_century	16th_century
14th_century	American_Samoa
14th_century	India
14th_century	19th_century
14th_century	Black_Death
14th_century	Norway
14th_century	Christianity
14th_century	17th_century
14th_century	Bosnia_and_Herzegovina
14th_century	Tower_of_London
14th_century	Edward_III_of_England
14th_century	Islam
14th_century	Iran
14th_century	Hungary
14th_century	Johannes_Gutenberg
14th_century	7th_century
14th_century	20th_century
14th_century	10th_century
14th_century	Gautama_Buddha
14th_century	1st_century_BC
15th_Marine_Expeditionary_Unit	East_Timor
15th_Marine_Expeditionary_Unit	Rwanda
15th_Marine_Expeditionary_Unit	Mogadishu
15th_Marine_Expeditionary_Unit	Famine
15th_Marine_Expeditionary_Unit	Vietnam_War
15th_Marine_Expeditionary_Unit	Sumatra
15th_Marine_Expeditionary_Unit	Raising_the_Flag_on_Iwo_Jima
15th_Marine_Expeditionary_Unit	Iraq
15th_Marine_Expeditionary_Unit	Royal_Marines
15th_Marine_Expeditionary_Unit	Sri_Lanka
15th_Marine_Expeditionary_Unit	Pacific_Ocean
15th_Marine_Expeditionary_Unit	Pakistan
15th_Marine_Expeditionary_Unit	15th_Marine_Expeditionary_Unit
15th_Marine_Expeditionary_Unit	Somalia
15th_Marine_Expeditionary_Unit	Kuwait
15th_Marine_Expeditionary_Unit	Nairobi
15th_Marine_Expeditionary_Unit	Persian_Gulf
15th_Marine_Expeditionary_Unit	Kuwait_City
15th_Marine_Expeditionary_Unit	Mount_Pinatubo
15th_Marine_Expeditionary_Unit	United_States_Congress
15th_Marine_Expeditionary_Unit	Afghanistan
15th_Marine_Expeditionary_Unit	2004_Indian_Ocean_earthquake
15th_century	Beijing
15th_century	Eastern_Roman_Empire
15th_century	9th_century
15th_century	Wales
15th_century	Indian_Ocean
15th_century	Europe
15th_century	Joan_of_Arc
15th_century	Spain
15th_century	12th_century
15th_century	Aztec
15th_century	Portugal
15th_century	18th_century
15th_century	Cryptography
15th_century	Poland
15th_century	Inca_Empire
15th_century	Henry_VI_of_England
15th_century	Art
15th_century	Africa
15th_century	Italy
15th_century	Renaissance
15th_century	Richard_III_of_England
15th_century	1st_century
15th_century	Linguistics
15th_century	Brazil
15th_century	Ottoman_Empire
15th_century	Johannes_Ockeghem
15th_century	13th_century
15th_century	France
15th_century	Philosophy
15th_century	Austria
15th_century	6th_century
15th_century	Vasco_da_Gama
15th_century	England
15th_century	4th_century
15th_century	Timur
15th_century	Sculpture
15th_century	Hundred_Years%27_War
15th_century	Medieval_music
15th_century	Battle_of_Grunwald
15th_century	Holy_Roman_Empire
15th_century	Henry_VII_of_England
15th_century	India
15th_century	Albrecht_D%C3%BCrer
15th_century	17th_century
15th_century	Wars_of_the_Roses
15th_century	Painting
15th_century	Niger_River
15th_century	20th_century
15th_century	Christopher_Columbus
15th_century	Henry_V_of_England
15th_century	Spanish_Inquisition
15th_century	15th_century
15th_century	Jew
15th_century	5th_century
15th_century	8th_century
15th_century	Sikhism
15th_century	Vienna
15th_century	Korea
15th_century	Timbuktu
15th_century	Netherlands
15th_century	Edward_IV_of_England
15th_century	21st_century
15th_century	Nicolaus_Copernicus
15th_century	Zheng_He
15th_century	Music
15th_century	16th_century
15th_century	Leonardo_da_Vinci
15th_century	Albania
15th_century	Scotland
15th_century	Hungary
15th_century	Edward_V_of_England
15th_century	Johannes_Gutenberg
15th_century	10th_century
15th_century	Byzantine_Empire
15th_century	Tin
15th_century	Switzerland
15th_century	Renaissance_music
15th_century	Pope
15th_century	Lithuania
15th_century	Machu_Picchu
15th_century	3rd_century
15th_century	Germany
15th_century	John_Cabot
15th_century	11th_century
15th_century	2nd_century
15th_century	14th_century
15th_century	Ming_Dynasty
15th_century	Flanders
15th_century	South_America
15th_century	19th_century
15th_century	Middle_East
15th_century	Babur
15th_century	Sultan
15th_century	7th_century
15th_century	Sudan
15th_century	1st_century_BC
16_Cygni	16_Cygni
16_Cygni	Sirius
16_Cygni	Day
16_Cygni	Sun
16_Cygni	Planetary_nebula
16_Cygni	Star
16_Cygni	Galaxy
16_Cygni	Gliese_876_c
16_Cygni	Extrasolar_planet
16_Cygni	H_II_region
16_Cygni	Proxima_Centauri
16_Cygni	Gliese_876
16_Cygni	Gliese_876_d
16_Cygni	Gliese_876_b
16_Cygni	Radar
16_Cygni	Open_cluster
16_Cygni	Solar_System
16_Cygni	16_Cygni_Bb
16_Cygni	Red_dwarf
16_Cygni	Jupiter
16_Cygni_Bb	16_Cygni
16_Cygni_Bb	Sirius
16_Cygni_Bb	Gas_giant
16_Cygni_Bb	Earth
16_Cygni_Bb	Sun
16_Cygni_Bb	Star
16_Cygni_Bb	Planet
16_Cygni_Bb	Binary_star
16_Cygni_Bb	Gliese_876_c
16_Cygni_Bb	Extrasolar_planet
16_Cygni_Bb	Proxima_Centauri
16_Cygni_Bb	Gliese_876
16_Cygni_Bb	Gliese_876_d
16_Cygni_Bb	Gliese_876_b
16_Cygni_Bb	Season
16_Cygni_Bb	Solar_System
16_Cygni_Bb	16_Cygni_Bb
16_Cygni_Bb	Red_dwarf
16_Cygni_Bb	Jupiter
16th_century	Greenland
16th_century	Morocco
16th_century	Beijing
16th_century	Panama
16th_century	Michelangelo
16th_century	Jacques_Cartier
16th_century	London
16th_century	9th_century
16th_century	Europe
16th_century	Indian_Ocean
16th_century	North_America
16th_century	Spain
16th_century	Moscow
16th_century	Turkey
16th_century	12th_century
16th_century	Antwerp
16th_century	Aztec
16th_century	Portugal
16th_century	18th_century
16th_century	Manila
16th_century	Ireland
16th_century	William_the_Silent
16th_century	Abbas_I_of_Persia
16th_century	Poland
16th_century	Philippines
16th_century	United_Kingdom
16th_century	Inca_Empire
16th_century	Baghdad
16th_century	Mary_I_of_England
16th_century	Africa
16th_century	Tycho_Brahe
16th_century	Anglicanism
16th_century	Italy
16th_century	Pakistan
16th_century	Renaissance
16th_century	Philip_II_of_Spain
16th_century	1st_century
16th_century	Brazil
16th_century	Persian_Gulf
16th_century	Florida
16th_century	Martin_Luther
16th_century	S%C3%A3o_Paulo
16th_century	Edward_VI_of_England
16th_century	Habsburg_Spain
16th_century	Francis_Bacon
16th_century	Rio_de_Janeiro
16th_century	Sistine_Chapel_ceiling
16th_century	British_East_India_Company
16th_century	Ottoman_Empire
16th_century	Spanish_conquest_of_the_Inca_Empire
16th_century	Sun
16th_century	13th_century
16th_century	France
16th_century	Ben_Jonson
16th_century	Famine
16th_century	German_language
16th_century	English_language
16th_century	French_language
16th_century	6th_century
16th_century	Vasco_da_Gama
16th_century	Grand_Canyon
16th_century	England
16th_century	4th_century
16th_century	Pacific_Ocean
16th_century	Henry_VIII_of_England
16th_century	Ren%C3%A9_Descartes
16th_century	Opera
16th_century	Mississippi_River
16th_century	Miguel_de_Cervantes
16th_century	Asia
16th_century	John_Calvin
16th_century	Holy_Roman_Empire
16th_century	India
16th_century	Albrecht_D%C3%BCrer
16th_century	Black_Death
16th_century	Ferdinand_Magellan
16th_century	17th_century
16th_century	Canada
16th_century	20th_century
16th_century	Spanish_Armada
16th_century	Australia
16th_century	Christopher_Columbus
16th_century	Galileo_Galilei
16th_century	Textile
16th_century	Indonesia
16th_century	15th_century
16th_century	Nostradamus
16th_century	5th_century
16th_century	8th_century
16th_century	Japan
16th_century	Sikhism
16th_century	Buenos_Aires
16th_century	Delhi
16th_century	Heliocentrism
16th_century	Elizabeth_I_of_England
16th_century	Algeria
16th_century	Amazon_River
16th_century	Francis_Drake
16th_century	Smallpox
16th_century	Mona_Lisa
16th_century	Lisbon
16th_century	Bogot%C3%A1
16th_century	Netherlands
16th_century	Slavery
16th_century	China
16th_century	Suleiman_the_Magnificent
16th_century	Macau
16th_century	Caravaggio
16th_century	Nicolaus_Copernicus
16th_century	Irish_people
16th_century	21st_century
16th_century	Amsterdam
16th_century	Aristotle
16th_century	Leonardo_da_Vinci
16th_century	16th_century
16th_century	Sweden
16th_century	Roman_Catholic_Church
16th_century	Hern%C3%A1n_Cort%C3%A9s
16th_century	Christianity
16th_century	Ivan_IV_of_Russia
16th_century	Scotland
16th_century	Hungary
16th_century	Islam
16th_century	Iran
16th_century	Juan_Sebasti%C3%A1n_Elcano
16th_century	Italian_Renaissance
16th_century	Gulf_of_Mexico
16th_century	10th_century
16th_century	Denmark
16th_century	Rome
16th_century	Mysticism
16th_century	Switzerland
16th_century	Milky_Way
16th_century	Pope
16th_century	William_Shakespeare
16th_century	Belgium
16th_century	Watch
16th_century	Ptolemy
16th_century	Drought
16th_century	Thomas_More
16th_century	Science
16th_century	Egypt
16th_century	Raphael
16th_century	Bible
16th_century	3rd_century
16th_century	Johannes_Kepler
16th_century	Germany
16th_century	Niccol%C3%B2_Machiavelli
16th_century	Libya
16th_century	2nd_century
16th_century	11th_century
16th_century	14th_century
16th_century	Ming_Dynasty
16th_century	19th_century
16th_century	Mali
16th_century	Akbar
16th_century	Ethiopia
16th_century	Afghanistan
16th_century	Babur
16th_century	Chess
16th_century	7th_century
16th_century	Sudan
16th_century	Astronomy
16th_century	1st_century_BC
1755_Lisbon_earthquake	Greenland
1755_Lisbon_earthquake	Tsunami
1755_Lisbon_earthquake	Morocco
1755_Lisbon_earthquake	Great_Britain
1755_Lisbon_earthquake	Peter_Paul_Rubens
1755_Lisbon_earthquake	Europe
1755_Lisbon_earthquake	Spain
1755_Lisbon_earthquake	Finland
1755_Lisbon_earthquake	North_Africa
1755_Lisbon_earthquake	Fire
1755_Lisbon_earthquake	Portugal
1755_Lisbon_earthquake	Philosophy
1755_Lisbon_earthquake	Ireland
1755_Lisbon_earthquake	Lisbon
1755_Lisbon_earthquake	Vasco_da_Gama
1755_Lisbon_earthquake	England
1755_Lisbon_earthquake	Geology
1755_Lisbon_earthquake	Barbados
1755_Lisbon_earthquake	Ren%C3%A9_Descartes
1755_Lisbon_earthquake	Funchal
1755_Lisbon_earthquake	Voltaire
1755_Lisbon_earthquake	Germany
1755_Lisbon_earthquake	Portuguese_language
1755_Lisbon_earthquake	Martinique
1755_Lisbon_earthquake	Jean-Jacques_Rousseau
1755_Lisbon_earthquake	Atlantic_Ocean
1755_Lisbon_earthquake	1755_Lisbon_earthquake
17th_century	Nutmeg
17th_century	William_III_of_England
17th_century	John_Locke
17th_century	Mary_II_of_England
17th_century	9th_century
17th_century	Jakarta
17th_century	Spain
17th_century	James_II_of_England
17th_century	Banknote
17th_century	12th_century
17th_century	18th_century
17th_century	Abbas_I_of_Persia
17th_century	Poland
17th_century	James_I_of_England
17th_century	Blaise_Pascal
17th_century	South_China_Sea
17th_century	The_Pilgrim%27s_Progress
17th_century	Philosophiae_Naturalis_Principia_Mathematica
17th_century	1st_century
17th_century	Brazil
17th_century	Henry_Purcell
17th_century	Romania
17th_century	Calculus
17th_century	Constitutional_monarchy
17th_century	William_Harvey
17th_century	Glorious_Revolution
17th_century	Ottoman_Empire
17th_century	13th_century
17th_century	France
17th_century	Ben_Jonson
17th_century	Famine
17th_century	Sumatra
17th_century	6th_century
17th_century	Thomas_Hobbes
17th_century	England
17th_century	4th_century
17th_century	Ren%C3%A9_Descartes
17th_century	Ukraine
17th_century	The_Hague
17th_century	Mississippi_River
17th_century	Gottfried_Leibniz
17th_century	Mars
17th_century	Holy_Roman_Empire
17th_century	Anthony_van_Dyck
17th_century	17th_century
17th_century	20th_century
17th_century	Australia
17th_century	Galileo_Galilei
17th_century	Bacteria
17th_century	15th_century
17th_century	5th_century
17th_century	8th_century
17th_century	Japan
17th_century	Peter_Paul_Rubens
17th_century	John_Milton
17th_century	Vienna
17th_century	Qing_Dynasty
17th_century	Elizabeth_I_of_England
17th_century	Taj_Mahal
17th_century	Netherlands
17th_century	Republic_of_Macedonia
17th_century	China
17th_century	21st_century
17th_century	Telescope
17th_century	Amsterdam
17th_century	Wars_of_Castro
17th_century	Taiwan
17th_century	16th_century
17th_century	Finance
17th_century	Tibet
17th_century	Orion_Nebula
17th_century	Oliver_Cromwell
17th_century	Charles_II_of_England
17th_century	10th_century
17th_century	Louis_XIV_of_France
17th_century	Jupiter
17th_century	Microscope
17th_century	Tsunami
17th_century	Speed_of_light
17th_century	Johann_Pachelbel
17th_century	Milky_Way
17th_century	Steam_engine
17th_century	Finland
17th_century	William_Shakespeare
17th_century	Cricket
17th_century	1st_century_BC
17th_century	Christopher_Wren
17th_century	Charles_I_of_England
17th_century	Baroque
17th_century	3rd_century
17th_century	Johannes_Kepler
17th_century	Robert_Boyle
17th_century	11th_century
17th_century	2nd_century
17th_century	14th_century
17th_century	Ming_Dynasty
17th_century	Isaac_Newton
17th_century	Baruch_Spinoza
17th_century	Peter_I_of_Russia
17th_century	19th_century
17th_century	Sultan
17th_century	7th_century
17th_century	Cape_Town
17th_century	Habsburg_Spain
17th_century	Parliament_of_the_United_Kingdom
1896_Summer_Olympics	Ancient_Greece
1896_Summer_Olympics	Hamburg
1896_Summer_Olympics	Cricket
1896_Summer_Olympics	Chile
1896_Summer_Olympics	World_War_II
1896_Summer_Olympics	Olympic_Games
1896_Summer_Olympics	Pedagogy
1896_Summer_Olympics	1896_Summer_Olympics
1896_Summer_Olympics	Greek_War_of_Independence
1896_Summer_Olympics	Eastern_Orthodox_Church
1896_Summer_Olympics	Athens
1896_Summer_Olympics	World_War_I
18th_century	Immanuel_Kant
18th_century	George_I_of_Great_Britain
18th_century	Napoleonic_Wars
18th_century	Emanuel_Swedenborg
18th_century	London
18th_century	Confucianism
18th_century	Leonhard_Euler
18th_century	9th_century
18th_century	Benjamin_Franklin
18th_century	Europe
18th_century	North_America
18th_century	Spain
18th_century	Olaudah_Equiano
18th_century	Moscow
18th_century	12th_century
18th_century	18th_century
18th_century	California
18th_century	Ireland
18th_century	Edmund_Burke
18th_century	The_Magic_Flute
18th_century	Voltaire
18th_century	United_States
18th_century	Pakistan
18th_century	1st_century
18th_century	Age_of_Enlightenment
18th_century	Brazil
18th_century	Robinson_Crusoe
18th_century	Edward_Jenner
18th_century	Peru
18th_century	Jean-Jacques_Rousseau
18th_century	History_of_painting
18th_century	Glorious_Revolution
18th_century	Antoine_Lavoisier
18th_century	Iceland
18th_century	Johann_Sebastian_Bach
18th_century	Vietnam
18th_century	A_Tale_of_a_Tub
18th_century	Ottoman_Empire
18th_century	13th_century
18th_century	France
18th_century	Famine
18th_century	Wolfgang_Amadeus_Mozart
18th_century	6th_century
18th_century	Napoleon_I_of_France
18th_century	England
18th_century	Colley_Cibber
18th_century	4th_century
18th_century	Pacific_Ocean
18th_century	Russia
18th_century	Thomas_Malthus
18th_century	Canaletto
18th_century	War_of_the_Spanish_Succession
18th_century	The_Marriage_of_Figaro
18th_century	Philadelphia
18th_century	Holy_Roman_Empire
18th_century	Great_Lakes
18th_century	India
18th_century	17th_century
18th_century	Carl_Friedrich_Gauss
18th_century	Niger_River
18th_century	20th_century
18th_century	Australia
18th_century	Lightning_rod
18th_century	15th_century
18th_century	Church_of_Ireland
18th_century	5th_century
18th_century	8th_century
18th_century	Great_Britain
18th_century	President_of_the_United_States
18th_century	Tonga
18th_century	Rococo
18th_century	William_Pitt_the_Younger
18th_century	Delhi
18th_century	William_Hogarth
18th_century	Vienna
18th_century	Steel
18th_century	Qing_Dynasty
18th_century	Photosynthesis
18th_century	United_States_Declaration_of_Independence
18th_century	American_Revolutionary_War
18th_century	Smallpox
18th_century	Timbuktu
18th_century	Netherlands
18th_century	Walter_Scott
18th_century	Neoclassicism
18th_century	Alexander_Hamilton
18th_century	Vitus_Bering
18th_century	Thomas_Gainsborough
18th_century	Slavery
18th_century	China
18th_century	21st_century
18th_century	Irish_people
18th_century	Prime_Minister_of_the_United_Kingdom
18th_century	Amsterdam
18th_century	Copper
18th_century	Saint_Petersburg
18th_century	Catherine_II_of_Russia
18th_century	Dublin
18th_century	16th_century
18th_century	Sydney
18th_century	Sierra_Leone
18th_century	George_Washington
18th_century	Scotland
18th_century	Joseph_Haydn
18th_century	Jane_Austen
18th_century	1755_Lisbon_earthquake
18th_century	Pashtun_people
18th_century	10th_century
18th_century	Jacques-Louis_David
18th_century	Louis_XIV_of_France
18th_century	Denmark
18th_century	Johann_Pachelbel
18th_century	French_Revolution
18th_century	James_Watt
18th_century	Steam_engine
18th_century	David_Hume
18th_century	United_States_Constitution
18th_century	Industrial_Revolution
18th_century	Edward_Gibbon
18th_century	Coffee
18th_century	1st_century_BC
18th_century	Piano
18th_century	Samuel_Taylor_Coleridge
18th_century	3rd_century
